,userid,age,dob_day,dob_year,dob_month,gender,tenure,friend_count,friendships_initiated,likes,likes_received,mobile_likes,mobile_likes_received,www_likes,www_likes_received,ratio
14174,1636674,51,20,1962,3,female,193.0,15,8,43,28,0,3,43,25,0.5333333333333333
14176,1184242,27,15,1986,5,female,78.0,15,9,44,3,44,3,0,0,0.6
14177,2102999,76,17,1937,1,female,285.0,15,8,44,4,44,1,0,3,0.5333333333333333
14180,1856030,22,18,1991,8,female,178.0,15,13,45,13,45,9,0,4,0.8666666666666667
14181,1966594,18,20,1995,12,female,231.0,15,4,51,8,51,8,0,0,0.26666666666666666
14185,1416271,30,1,1983,10,female,71.0,15,12,54,38,54,10,0,28,0.8
14191,1543215,23,11,1990,7,female,492.0,15,6,63,27,58,16,5,11,0.4
14192,1941752,30,24,1983,3,female,37.0,15,11,65,71,65,64,0,7,0.7333333333333333
14193,1224258,54,3,1959,1,female,111.0,15,10,65,49,65,33,0,16,0.6666666666666666
14194,1056906,37,23,1976,2,female,410.0,15,2,68,28,68,23,0,5,0.13333333333333333
14195,1522121,24,6,1989,11,female,188.0,15,9,73,69,72,40,1,29,0.6
14198,1210405,21,2,1992,12,female,1091.0,15,8,76,25,19,4,57,21,0.5333333333333333
14200,1288518,50,16,1963,2,female,127.0,15,15,75,11,75,6,0,5,1.0
14202,1807429,68,6,1945,6,female,377.0,15,9,79,109,0,5,79,104,0.6
14203,1214617,38,14,1975,8,female,327.0,15,9,80,17,80,15,0,2,0.6
14204,1338304,61,9,1952,2,female,616.0,15,6,84,41,0,10,84,31,0.4
14205,1364308,55,1,1958,1,female,814.0,15,12,95,8,0,1,95,7,0.8
14206,1219107,27,9,1986,9,female,100.0,15,11,93,15,85,11,8,4,0.7333333333333333
14207,1242969,38,10,1975,1,female,380.0,15,7,95,70,83,38,12,32,0.4666666666666667
14209,1007250,19,3,1994,6,female,6.0,15,12,100,2,0,1,100,1,0.8
14212,2039434,18,21,1995,2,female,233.0,15,11,104,6,68,4,36,2,0.7333333333333333
14213,1772916,61,27,1952,1,female,369.0,15,10,100,25,100,22,0,3,0.6666666666666666
14218,2121048,41,13,1972,2,female,531.0,15,12,120,18,120,17,0,1,0.8
14220,1217009,34,12,1979,5,female,23.0,15,15,130,71,0,44,130,27,1.0
14221,1260276,24,2,1989,7,female,589.0,15,10,134,61,134,53,0,8,0.6666666666666666
14222,1294635,80,28,1933,9,female,532.0,15,8,150,5,0,1,150,4,0.5333333333333333
14223,1188861,54,31,1959,8,female,98.0,15,2,145,12,145,6,0,6,0.13333333333333333
14224,1306691,50,16,1963,9,female,1357.0,15,9,144,184,144,27,0,157,0.6
14225,1967408,43,1,1970,10,female,553.0,15,11,154,24,3,16,151,8,0.7333333333333333
14226,1727676,54,28,1959,5,female,1156.0,15,6,151,25,0,4,151,21,0.4
14228,1786558,50,16,1963,11,female,9.0,15,14,176,69,176,66,0,3,0.9333333333333333
14229,2014430,33,21,1980,5,female,153.0,15,14,175,163,175,152,0,11,0.9333333333333333
14230,1146226,32,15,1981,3,female,361.0,15,10,199,90,104,33,95,57,0.6666666666666666
14231,1545133,23,15,1990,3,female,312.0,15,12,203,7,203,3,0,4,0.8
14234,2067095,58,11,1955,4,female,47.0,15,15,250,2,250,2,0,0,1.0
14235,1620039,25,21,1988,12,female,257.0,15,10,283,12,283,11,0,1,0.6666666666666666
14237,1160981,37,9,1976,2,female,365.0,15,5,311,143,311,112,0,31,0.3333333333333333
14238,1238261,34,29,1979,6,female,57.0,15,6,675,79,674,36,1,43,0.4
14241,2053177,37,5,1976,4,female,441.0,15,8,3044,225,3043,155,1,70,0.5333333333333333
14243,1894734,13,25,2000,7,female,11.0,17,15,0,5,0,5,0,0,0.8823529411764706
14251,1465280,14,5,1999,2,female,111.0,17,1,0,0,0,0,0,0,0.058823529411764705
14252,1782690,14,4,1999,3,female,70.0,16,11,0,0,0,0,0,0,0.6875
14254,1401988,14,5,1999,6,female,133.0,16,12,0,0,0,0,0,0,0.75
14255,1575732,14,21,1999,6,female,37.0,17,9,0,0,0,0,0,0,0.5294117647058824
14262,2087610,16,11,1997,1,female,126.0,17,10,0,1,0,0,0,1,0.5882352941176471
14264,1188875,16,12,1997,4,female,480.0,16,14,0,0,0,0,0,0,0.875
14267,1416208,16,18,1997,6,female,473.0,16,12,0,0,0,0,0,0,0.75
14270,1370312,16,1,1997,11,female,155.0,17,9,0,0,0,0,0,0,0.5294117647058824
14282,2030796,18,24,1995,3,female,380.0,16,11,0,0,0,0,0,0,0.6875
14298,1765420,19,1,1994,1,female,341.0,17,8,0,0,0,0,0,0,0.47058823529411764
14300,2118765,19,15,1994,3,female,6.0,16,15,0,0,0,0,0,0,0.9375
14306,1465684,19,21,1994,6,female,188.0,17,11,0,0,0,0,0,0,0.6470588235294118
14308,1986228,19,19,1994,7,female,384.0,17,11,0,0,0,0,0,0,0.6470588235294118
14316,1788467,20,26,1993,1,female,261.0,17,11,0,0,0,0,0,0,0.6470588235294118
14323,1629623,20,15,1993,7,female,29.0,17,16,0,0,0,0,0,0,0.9411764705882353
14328,2083258,20,9,1993,9,female,298.0,16,14,0,6,0,3,0,3,0.875
14337,1881236,21,8,1992,7,female,669.0,16,9,0,0,0,0,0,0,0.5625
14340,1760453,21,14,1992,8,female,133.0,16,4,0,0,0,0,0,0,0.25
14355,1666146,22,15,1991,10,female,399.0,17,10,0,1,0,1,0,0,0.5882352941176471
14368,1832961,23,12,1990,6,female,473.0,16,8,0,2,0,2,0,0,0.5
14373,1185970,23,10,1990,7,female,285.0,16,12,0,0,0,0,0,0,0.75
14376,2092763,23,25,1990,8,female,410.0,16,3,0,0,0,0,0,0,0.1875
14379,1136003,25,13,1988,11,female,81.0,16,14,0,6,0,6,0,0,0.875
14380,1917419,25,8,1988,11,female,67.0,17,13,0,0,0,0,0,0,0.7647058823529411
14387,2075785,24,3,1989,7,female,104.0,17,4,0,0,0,0,0,0,0.23529411764705882
14389,1111475,24,28,1989,8,female,320.0,17,2,0,0,0,0,0,0,0.11764705882352941
14391,1405452,24,27,1989,9,female,538.0,16,14,0,0,0,0,0,0,0.875
14395,1191448,24,6,1989,10,female,80.0,17,0,0,0,0,0,0,0,0.0
14403,1157564,25,26,1988,3,female,451.0,17,2,0,3,0,1,0,2,0.11764705882352941
14405,1282888,25,3,1988,3,female,198.0,17,13,0,0,0,0,0,0,0.7647058823529411
14406,2116559,25,8,1988,5,female,1161.0,17,11,0,9,0,3,0,6,0.6470588235294118
14413,1853366,27,3,1986,11,female,524.0,16,6,0,0,0,0,0,0,0.375
14419,1221283,26,17,1987,7,female,82.0,16,7,0,0,0,0,0,0,0.4375
14420,1422370,26,8,1987,9,female,516.0,17,6,0,0,0,0,0,0,0.35294117647058826
14423,1350775,28,12,1985,12,female,109.0,16,6,0,0,0,0,0,0,0.375
14424,1141618,27,2,1986,2,female,215.0,16,10,0,0,0,0,0,0,0.625
14431,1326275,27,30,1986,10,female,896.0,16,12,0,0,0,0,0,0,0.75
14432,1849408,27,15,1986,10,female,719.0,16,10,0,0,0,0,0,0,0.625
14439,1309754,28,25,1985,3,female,232.0,16,7,0,0,0,0,0,0,0.4375
14451,1035656,29,1,1984,1,female,574.0,16,15,0,0,0,0,0,0,0.9375
14462,1983459,30,5,1983,2,female,630.0,17,12,0,3,0,1,0,2,0.7058823529411765
14466,2024859,30,14,1983,5,female,486.0,17,13,0,0,0,0,0,0,0.7647058823529411
14468,1109074,30,18,1983,6,female,490.0,16,9,0,0,0,0,0,0,0.5625
14477,1060881,31,13,1982,6,female,1054.0,16,7,0,0,0,0,0,0,0.4375
14479,1922471,31,22,1982,7,female,538.0,16,7,0,1,0,0,0,1,0.4375
14481,2055983,31,6,1982,7,female,140.0,17,3,0,0,0,0,0,0,0.17647058823529413
14484,1945671,33,5,1980,12,female,408.0,17,3,0,0,0,0,0,0,0.17647058823529413
14488,1421798,32,30,1981,4,female,559.0,16,12,0,2,0,0,0,2,0.75
14489,1215986,32,25,1981,6,female,707.0,16,8,0,0,0,0,0,0,0.5
14495,1439560,32,10,1981,9,female,364.0,16,14,0,0,0,0,0,0,0.875
14498,1959349,34,6,1979,11,female,535.0,16,4,0,0,0,0,0,0,0.25
14506,2007669,33,10,1980,7,female,170.0,16,5,0,0,0,0,0,0,0.3125
14514,1793718,34,8,1979,6,female,417.0,17,10,0,0,0,0,0,0,0.5882352941176471
14516,1781935,34,30,1979,9,female,362.0,16,8,0,15,0,5,0,10,0.5
14519,2164135,35,12,1978,1,female,206.0,17,13,0,0,0,0,0,0,0.7647058823529411
14524,2019930,35,20,1978,4,female,282.0,16,9,0,0,0,0,0,0,0.5625
14530,1366076,36,5,1977,6,female,332.0,17,12,0,1,0,1,0,0,0.7058823529411765
14532,1382137,36,4,1977,10,female,283.0,16,8,0,0,0,0,0,0,0.5
14537,1846430,38,20,1975,1,female,207.0,17,12,0,2,0,1,0,1,0.7058823529411765
14539,1762468,38,13,1975,4,female,426.0,16,7,0,1,0,0,0,1,0.4375
14550,2050074,39,28,1974,6,female,208.0,17,12,0,0,0,0,0,0,0.7058823529411765
14556,1786304,40,5,1973,10,female,620.0,17,9,0,0,0,0,0,0,0.5294117647058824
14559,1365971,41,22,1972,1,female,607.0,17,7,0,0,0,0,0,0,0.4117647058823529
14561,1561058,41,5,1972,3,female,26.0,17,8,0,0,0,0,0,0,0.47058823529411764
14562,1664606,41,24,1972,6,female,275.0,16,13,0,0,0,0,0,0,0.8125
14577,1377298,45,12,1968,2,female,195.0,17,14,0,0,0,0,0,0,0.8235294117647058
14581,1117210,46,12,1967,2,female,159.0,16,12,0,0,0,0,0,0,0.75
14585,1361342,47,6,1966,1,female,219.0,16,8,0,17,0,1,0,16,0.5
14588,1686233,47,16,1966,3,female,594.0,16,7,0,1,0,0,0,1,0.4375
14591,1589167,47,12,1966,6,female,602.0,16,5,0,1,0,1,0,0,0.3125
14595,1432672,48,15,1965,3,female,896.0,16,1,0,0,0,0,0,0,0.0625
14600,1088970,49,2,1964,10,female,455.0,17,13,0,0,0,0,0,0,0.7647058823529411
14601,1051466,51,2,1962,11,female,328.0,17,10,0,1,0,1,0,0,0.5882352941176471
14606,1856236,51,17,1962,4,female,516.0,17,5,0,0,0,0,0,0,0.29411764705882354
14609,2105664,51,9,1962,6,female,1201.0,17,8,0,0,0,0,0,0,0.47058823529411764
14619,1755331,52,5,1961,10,female,766.0,17,7,0,0,0,0,0,0,0.4117647058823529
14621,1390646,52,17,1961,10,female,258.0,17,15,0,0,0,0,0,0,0.8823529411764706
14624,1649694,53,1,1960,8,female,440.0,17,2,0,0,0,0,0,0,0.11764705882352941
14628,1686449,54,24,1959,5,female,364.0,16,13,0,6,0,3,0,3,0.8125
14630,2070155,56,15,1957,11,female,1026.0,16,9,0,0,0,0,0,0,0.5625
14633,1586332,55,20,1958,5,female,868.0,17,9,0,0,0,0,0,0,0.5294117647058824
14638,1000403,56,15,1957,8,female,712.0,17,10,0,3,0,3,0,0,0.5882352941176471
14639,1204824,57,15,1956,1,female,405.0,17,13,0,0,0,0,0,0,0.7647058823529411
14642,1423462,57,15,1956,3,female,284.0,16,15,0,1,0,1,0,0,0.9375
14646,2098040,58,14,1955,8,female,322.0,16,9,0,1,0,0,0,1,0.5625
14647,1044820,59,21,1954,2,female,88.0,16,10,0,0,0,0,0,0,0.625
14650,1990382,60,8,1953,2,female,710.0,17,7,0,0,0,0,0,0,0.4117647058823529
14651,2123943,60,31,1953,3,female,81.0,16,8,0,0,0,0,0,0,0.5
14653,1247837,60,25,1953,10,female,129.0,16,10,0,0,0,0,0,0,0.625
14655,1243107,61,1,1952,4,female,884.0,16,4,0,0,0,0,0,0,0.25
14656,1069452,61,9,1952,5,female,48.0,17,12,0,0,0,0,0,0,0.7058823529411765
14657,2124472,61,26,1952,8,female,14.0,16,12,0,0,0,0,0,0,0.75
14660,1255302,62,14,1951,4,female,274.0,16,8,0,1,0,1,0,0,0.5
14663,1410873,63,26,1950,1,female,212.0,16,15,0,0,0,0,0,0,0.9375
14665,1881401,63,27,1950,7,female,597.0,16,5,0,0,0,0,0,0,0.3125
14666,1100603,63,24,1950,8,female,1669.0,16,12,0,0,0,0,0,0,0.75
14673,1629061,65,26,1948,10,female,511.0,16,11,0,0,0,0,0,0,0.6875
14676,1552323,66,26,1947,2,female,648.0,16,9,0,0,0,0,0,0,0.5625
14677,2031344,66,5,1947,2,female,297.0,16,8,0,0,0,0,0,0,0.5
14678,1483878,66,10,1947,6,female,20.0,16,14,0,0,0,0,0,0,0.875
14681,1239630,67,26,1946,4,female,958.0,16,11,0,0,0,0,0,0,0.6875
14682,1062885,67,19,1946,4,female,155.0,17,9,0,0,0,0,0,0,0.5294117647058824
14686,1866962,69,27,1944,12,female,110.0,16,14,0,0,0,0,0,0,0.875
14688,1091259,68,22,1945,2,female,492.0,17,14,0,0,0,0,0,0,0.8235294117647058
14690,1690155,68,24,1945,6,female,453.0,16,11,0,0,0,0,0,0,0.6875
14699,2175926,76,13,1937,5,female,1025.0,17,5,0,0,0,0,0,0,0.29411764705882354
14701,1423042,80,23,1933,11,female,487.0,16,11,0,1,0,1,0,0,0.6875
14703,1453140,84,1,1929,5,female,58.0,16,7,0,0,0,0,0,0,0.4375
14706,1241091,18,9,1995,8,female,412.0,16,11,1,0,0,0,1,0,0.6875
14707,1232867,19,13,1994,1,female,481.0,16,6,1,0,0,0,1,0,0.375
14711,1040750,30,17,1983,12,female,149.0,16,7,1,0,0,0,1,0,0.4375
14721,1552862,64,2,1949,4,female,1408.0,16,6,1,0,0,0,1,0,0.375
14726,1731277,26,5,1987,2,female,389.0,16,13,1,1,0,1,1,0,0.8125
14730,1376826,64,11,1949,8,female,1105.0,17,7,1,1,0,0,1,1,0.4117647058823529
14732,1529105,19,27,1994,10,female,586.0,17,8,1,2,0,1,1,1,0.47058823529411764
14735,1640028,34,16,1979,1,female,181.0,16,7,1,3,0,1,1,2,0.4375
14736,1355414,55,8,1958,1,female,152.0,17,10,1,6,0,2,1,4,0.5882352941176471
14738,1465563,62,12,1951,7,female,1460.0,16,7,1,4,0,3,1,1,0.4375
14739,1959218,64,5,1949,5,female,522.0,16,3,1,7,0,1,1,6,0.1875
14748,1412896,16,1,1997,7,female,41.0,16,10,1,0,1,0,0,0,0.625
14752,1629881,21,21,1992,12,female,521.0,17,11,1,0,1,0,0,0,0.6470588235294118
14756,1694476,22,10,1991,3,female,242.0,16,12,1,0,1,0,0,0,0.75
14768,1637339,30,11,1983,10,female,641.0,16,11,1,0,1,0,0,0,0.6875
14769,2151102,31,30,1982,4,female,427.0,17,7,1,0,1,0,0,0,0.4117647058823529
14772,1764334,38,26,1975,10,female,470.0,17,3,1,0,1,0,0,0,0.17647058823529413
14774,1837876,42,16,1971,6,female,413.0,17,14,1,0,1,0,0,0,0.8235294117647058
14777,1411359,56,13,1957,8,female,340.0,16,10,1,0,1,0,0,0,0.625
14780,1449625,63,12,1950,3,female,5.0,17,12,1,0,1,0,0,0,0.7058823529411765
14781,2144964,63,30,1950,9,female,47.0,16,13,1,0,1,0,0,0,0.8125
14783,1785900,81,18,1932,1,female,497.0,16,11,1,0,1,0,0,0,0.6875
14785,1399712,17,10,1996,10,female,391.0,16,6,1,1,1,0,0,1,0.375
14787,1909499,18,17,1995,8,female,366.0,17,13,1,1,1,1,0,0,0.7647058823529411
14799,2081281,32,23,1981,2,female,354.0,16,10,1,1,1,1,0,0,0.625
14801,2134597,41,22,1972,8,female,442.0,17,16,1,1,1,1,0,0,0.9411764705882353
14804,1051632,54,4,1959,6,female,355.0,17,8,1,1,1,1,0,0,0.47058823529411764
14806,1512760,69,12,1944,10,female,260.0,17,17,1,1,1,1,0,0,1.0
14807,1154122,16,13,1997,10,female,345.0,16,9,1,2,1,1,0,1,0.5625
14809,2079351,22,12,1991,12,female,140.0,16,15,1,3,1,3,0,0,0.9375
14811,2121718,25,1,1988,1,female,26.0,17,16,1,6,1,3,0,3,0.9411764705882353
14814,2075408,26,1,1987,1,female,151.0,17,17,1,2,1,1,0,1,1.0
14820,1072891,30,24,1983,11,female,4.0,16,12,1,7,1,3,0,4,0.75
14822,1500856,39,10,1974,12,female,642.0,17,4,1,4,1,2,0,2,0.23529411764705882
14827,2101778,44,6,1969,7,female,762.0,17,8,1,4,1,3,0,1,0.47058823529411764
14830,1199021,53,22,1960,9,female,41.0,17,17,1,3,1,2,0,1,1.0
14831,1957873,56,2,1957,10,female,537.0,16,8,1,2,1,1,0,1,0.5
14839,1463527,54,6,1959,4,female,283.0,16,14,2,0,0,0,2,0,0.875
14855,1831174,48,25,1965,2,female,382.0,16,5,2,3,0,0,2,3,0.3125
14857,1691142,50,31,1963,5,female,1279.0,17,8,2,3,0,3,2,0,0.47058823529411764
14858,2140396,56,27,1957,11,female,384.0,16,7,2,10,0,2,2,8,0.4375
14865,1532504,86,17,1927,5,female,1046.0,16,13,2,18,0,16,2,2,0.8125
14868,2050125,59,24,1954,2,female,1313.0,16,6,2,0,1,0,1,0,0.375
14870,1763665,39,15,1974,5,female,184.0,16,3,2,10,1,10,1,0,0.1875
14876,2077566,18,31,1995,10,female,259.0,16,6,2,0,2,0,0,0,0.375
14877,1499428,19,24,1994,6,female,267.0,16,9,2,0,2,0,0,0,0.5625
14879,1819514,23,1,1990,7,female,362.0,17,8,2,0,2,0,0,0,0.47058823529411764
14880,1883570,25,25,1988,5,female,848.0,16,14,2,0,2,0,0,0,0.875
14888,1688670,40,28,1973,5,female,292.0,17,9,2,0,2,0,0,0,0.5294117647058824
14891,1348443,52,22,1961,6,female,420.0,17,11,2,0,2,0,0,0,0.6470588235294118
14894,1367547,67,15,1946,6,female,486.0,16,10,2,0,2,0,0,0,0.625
14896,1010113,74,1,1939,1,female,42.0,16,14,2,0,2,0,0,0,0.875
14897,1647400,14,29,1999,7,female,266.0,17,14,2,1,2,0,0,1,0.8235294117647058
14898,1364216,15,20,1998,6,female,285.0,16,1,2,1,2,0,0,1,0.0625
14902,2099144,21,28,1992,10,female,197.0,17,13,2,1,2,1,0,0,0.7647058823529411
14903,1301926,27,19,1986,11,female,165.0,17,1,2,1,2,1,0,0,0.058823529411764705
14912,2044875,45,23,1968,10,female,546.0,16,7,2,1,2,1,0,0,0.4375
14915,1899459,28,16,1985,7,female,446.0,16,7,2,2,2,2,0,0,0.4375
14916,1426254,40,12,1973,4,female,38.0,16,13,2,2,2,0,0,2,0.8125
14924,1413514,35,28,1978,6,female,483.0,16,6,2,3,2,1,0,2,0.375
14927,1548733,40,1,1973,11,female,152.0,16,11,2,13,2,13,0,0,0.6875
14928,1798260,43,10,1970,6,female,1603.0,16,6,2,14,2,8,0,6,0.375
14932,1294462,60,30,1953,6,female,1000.0,17,9,2,20,2,18,0,2,0.5294117647058824
14933,1734042,62,28,1951,3,female,1331.0,17,7,2,4,2,2,0,2,0.4117647058823529
14938,1206447,60,1,1953,11,female,1082.0,16,6,3,0,0,0,3,0,0.375
14939,1766115,46,17,1967,4,female,297.0,17,4,3,1,0,0,3,1,0.23529411764705882
14940,1757447,49,1,1964,9,female,572.0,16,10,3,1,0,0,3,1,0.625
14943,1723143,57,8,1956,11,female,851.0,16,4,3,2,0,2,3,0,0.25
14946,1490914,73,8,1940,2,female,1139.0,16,8,3,2,0,1,3,1,0.5
14947,1764936,52,9,1961,7,female,244.0,16,10,3,15,0,8,3,7,0.625
14950,1036742,16,10,1997,6,female,262.0,16,7,3,0,1,0,2,0,0.4375
14952,2018102,16,29,1997,1,female,984.0,16,3,3,0,3,0,0,0,0.1875
14953,1816626,18,14,1995,11,female,466.0,16,12,3,0,3,0,0,0,0.75
14955,1619606,17,20,1996,10,female,222.0,17,6,3,0,3,0,0,0,0.35294117647058826
14961,1397219,48,1,1965,6,female,214.0,16,14,3,0,3,0,0,0,0.875
14962,2123359,51,16,1962,11,female,470.0,16,7,3,0,3,0,0,0,0.4375
14966,1760730,108,30,1905,3,female,269.0,16,8,3,0,3,0,0,0,0.5
14968,1135566,25,15,1988,1,female,44.0,16,15,3,1,3,1,0,0,0.9375
14969,1662647,33,29,1980,12,female,138.0,16,11,3,1,3,0,0,1,0.6875
14974,1012099,20,17,1993,10,female,453.0,17,6,3,4,3,3,0,1,0.35294117647058826
14979,1967035,13,29,2000,1,female,6.0,17,17,3,12,3,8,0,4,1.0
14981,1573073,26,1,1987,1,female,36.0,16,14,3,17,3,17,0,0,0.875
14983,1355143,30,10,1983,7,female,76.0,16,15,3,5,3,5,0,0,0.9375
14984,1240145,31,14,1982,5,female,20.0,16,9,3,5,3,3,0,2,0.5625
14985,1019502,43,22,1970,10,female,150.0,16,15,3,5,3,5,0,0,0.9375
14986,1753197,57,10,1956,5,female,19.0,16,10,3,22,3,10,0,12,0.625
14987,1145506,62,18,1951,9,female,26.0,16,11,3,10,3,8,0,2,0.6875
14989,1251693,98,21,1915,9,female,19.0,17,15,3,7,3,7,0,0,0.8823529411764706
14992,1698633,61,7,1952,11,female,407.0,16,11,4,1,0,1,4,0,0.6875
14993,1077794,61,15,1952,7,female,1060.0,16,7,4,2,0,2,4,0,0.4375
14994,1887846,68,8,1945,1,female,496.0,17,6,4,1,0,0,4,1,0.35294117647058826
14996,1332661,78,16,1935,7,female,1175.0,16,11,4,5,0,0,4,5,0.6875
14997,1455580,46,3,1967,9,female,354.0,17,16,4,11,0,2,4,9,0.9411764705882353
14998,2003170,58,19,1955,5,female,166.0,16,13,4,7,0,3,4,4,0.8125
14999,1125031,59,25,1954,5,female,1089.0,17,3,4,22,0,11,4,11,0.17647058823529413
15000,1994245,71,27,1942,3,female,921.0,17,12,4,6,0,4,4,2,0.7058823529411765
15001,1667116,60,24,1953,6,female,879.0,16,5,4,0,1,0,3,0,0.3125
15005,1567055,31,10,1982,12,female,576.0,16,11,4,0,4,0,0,0,0.6875
15013,1327517,28,26,1985,8,female,1025.0,16,3,4,1,4,0,0,1,0.1875
15014,1844279,29,2,1984,2,female,460.0,17,6,4,1,4,0,0,1,0.35294117647058826
15017,2161572,47,2,1966,7,female,320.0,17,13,4,1,4,1,0,0,0.7647058823529411
15020,1107195,21,28,1992,12,female,83.0,16,15,4,3,4,2,0,1,0.9375
15022,1691622,23,12,1990,1,female,266.0,17,6,4,3,4,0,0,3,0.35294117647058826
15026,1154945,50,16,1963,7,female,62.0,17,10,4,5,4,1,0,4,0.5882352941176471
15031,1006728,26,25,1987,1,female,22.0,17,13,4,6,4,3,0,3,0.7647058823529411
15032,1955338,29,17,1984,7,female,50.0,17,11,4,8,4,7,0,1,0.6470588235294118
15034,1595619,15,11,1998,7,female,157.0,17,12,5,1,0,0,5,1,0.7058823529411765
15035,1439848,22,28,1991,3,female,54.0,17,9,5,3,0,3,5,0,0.5294117647058824
15040,2029654,60,9,1953,8,female,1273.0,17,7,5,9,0,5,5,4,0.4117647058823529
15041,1609651,63,6,1950,1,female,1131.0,17,5,5,13,0,5,5,8,0.29411764705882354
15042,1166084,72,11,1941,10,female,508.0,16,12,5,9,0,2,5,7,0.75
15058,2068306,38,16,1975,10,female,155.0,17,8,5,1,5,0,0,1,0.47058823529411764
15060,1663408,76,2,1937,5,female,245.0,16,9,5,4,5,2,0,2,0.5625
15061,1956244,14,19,1999,5,female,23.0,16,6,5,8,5,6,0,2,0.375
15063,2107794,51,11,1962,11,female,340.0,16,9,5,47,5,13,0,34,0.5625
15064,1886599,55,19,1958,6,female,1932.0,17,5,5,24,5,22,0,2,0.29411764705882354
15065,1701885,61,4,1952,1,female,246.0,16,11,5,26,5,14,0,12,0.6875
15066,1342771,16,17,1997,8,female,589.0,17,12,6,0,0,0,6,0,0.7058823529411765
15069,2193371,37,23,1976,3,female,376.0,16,5,6,3,0,0,6,3,0.3125
15070,1529540,47,30,1966,8,female,333.0,16,14,6,1,0,0,6,1,0.875
15071,1629186,81,9,1932,4,female,5.0,17,9,6,10,1,8,5,2,0.5294117647058824
15072,1253344,23,17,1990,11,female,56.0,16,10,6,10,4,4,2,6,0.625
15073,1674377,60,30,1953,10,female,41.0,16,12,6,9,4,2,2,7,0.75
15075,1276327,25,6,1988,6,female,563.0,17,15,6,10,5,6,1,4,0.8823529411764706
15077,1785860,25,5,1988,11,female,603.0,16,11,6,0,6,0,0,0,0.6875
15084,1070331,18,9,1995,4,female,291.0,16,10,6,6,6,4,0,2,0.625
15090,2034313,39,21,1974,6,female,166.0,16,14,6,12,6,11,0,1,0.875
15091,2095366,61,6,1952,6,female,144.0,17,9,6,58,6,55,0,3,0.5294117647058824
15096,1528713,53,5,1960,6,female,467.0,16,12,7,0,0,0,7,0,0.75
15097,1366689,108,22,1905,9,female,1042.0,17,6,7,1,0,1,7,0,0.35294117647058826
15100,1347856,50,20,1963,6,female,396.0,16,8,7,12,0,2,7,10,0.5
15103,1059179,24,28,1989,1,female,169.0,16,10,7,40,4,10,3,30,0.625
15104,1544134,18,30,1995,1,female,193.0,17,13,7,1,6,1,1,0,0.7647058823529411
15109,1610384,32,4,1981,5,female,100.0,16,15,7,0,7,0,0,0,0.9375
15112,1225237,47,4,1966,5,female,464.0,16,7,7,0,7,0,0,0,0.4375
15117,1970659,24,19,1989,2,female,486.0,17,13,7,2,7,2,0,0,0.7647058823529411
15120,1521924,24,26,1989,10,female,570.0,17,12,7,12,7,12,0,0,0.7058823529411765
15122,1091980,36,2,1977,7,female,120.0,16,14,8,1,0,0,8,1,0.875
15123,2141573,56,8,1957,10,female,80.0,17,13,8,0,0,0,8,0,0.7647058823529411
15125,1307227,70,1,1943,1,female,1112.0,16,6,8,2,0,1,8,1,0.375
15128,1675941,66,12,1947,1,female,35.0,17,11,8,13,1,2,7,11,0.6470588235294118
15129,1725129,22,31,1991,12,female,309.0,17,8,8,5,2,3,6,2,0.47058823529411764
15133,1739212,61,3,1952,8,female,1685.0,17,9,8,1,8,1,0,0,0.5294117647058824
15134,1749446,72,20,1941,10,female,1753.0,16,4,8,0,8,0,0,0,0.25
15135,1030061,60,22,1953,3,female,222.0,17,9,8,4,8,4,0,0,0.5294117647058824
15136,1306288,20,8,1993,12,female,420.0,16,15,8,8,8,6,0,2,0.9375
15137,1424169,70,28,1943,3,female,1078.0,17,9,8,7,8,6,0,1,0.5294117647058824
15138,1482424,38,14,1975,2,female,623.0,16,2,8,30,8,27,0,3,0.125
15140,1792990,51,18,1962,5,female,290.0,17,6,8,34,8,31,0,3,0.35294117647058826
15142,1922280,42,1,1971,2,female,598.0,16,12,9,0,0,0,9,0,0.75
15143,1007011,63,16,1950,9,female,572.0,17,12,9,1,0,1,9,0,0.7058823529411765
15144,1640689,39,30,1974,1,female,143.0,17,14,9,5,0,1,9,4,0.8235294117647058
15146,1992437,58,29,1955,6,female,24.0,16,10,9,20,0,18,9,2,0.625
15148,1084291,34,3,1979,6,female,648.0,17,11,9,40,8,20,1,20,0.6470588235294118
15149,1153629,38,16,1975,1,female,443.0,16,11,9,0,9,0,0,0,0.6875
15151,1775978,14,13,1999,11,female,182.0,17,11,9,3,9,0,0,3,0.6470588235294118
15152,1666437,19,16,1994,5,female,311.0,16,7,9,2,9,1,0,1,0.4375
15155,1269845,71,8,1942,9,female,898.0,17,4,9,4,9,3,0,1,0.23529411764705882
15156,1704415,108,13,1905,7,female,249.0,17,13,9,2,9,2,0,0,0.7647058823529411
15157,1742903,26,20,1987,2,female,131.0,16,14,9,7,9,2,0,5,0.875
15159,1005512,56,18,1957,11,female,140.0,16,14,9,35,9,5,0,30,0.875
15160,1832608,58,19,1955,11,female,383.0,17,13,10,0,1,0,9,0,0.7647058823529411
15161,1208796,58,18,1955,9,female,413.0,16,11,10,0,0,0,10,0,0.6875
15163,1314115,66,16,1947,2,female,519.0,17,10,10,8,0,2,10,6,0.5882352941176471
